"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",49700,46800,47200,49200,49770,47937,48213,49145
"empl_table",47500,43100,43600,45500,46644,43207,43478,44499
"unempl_table",2200,3700,3600,3700,2935,5252,5161,5003
"uerate_table",0.044,0.079,0.077,0.075,0.058,0.106,0.105,0.1
