"","V1","V2","V3","V4"
"lf_table",214000,215400,212800,215800
"empl_table",201400,205900,201800,205400
"unemp_table",12600,9500,11000,10500
"uerate_SB_table",0.059,0.044,0.052,0.048
"uerate_CA_table",0.054,0.042,0.046,0.045
"uerate_US_table",0.049,0.039,0.045,0.044
