"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",2700,2700,2700,2600,2726,2656,2674,2630
"empl_table",2700,2700,2600,2500,2717,2618,2547,2504
"unempl_table",0,100,100,100,34,126,130,135
"uerate_table",0.015,0.026,0.024,0.033,0.016,0.033,0.031,0.037
