"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",3000,2800,2900,2900,2978,2799,2877,2875
"empl_table",3000,2700,2700,2800,2977,2700,2700,2775
"unempl_table",100,200,100,100,101,183,101,102
"uerate_table",0.017,0.061,0.045,0.043,0.021,0.056,0.048,0.054
