"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",215000,218300,213200,211500,217314,216113,212645,213587
"empl_table",207300,204900,200900,195500,208408,200394,197243,196026
"unemp_table",7700,13400,12400,16100,8502,16648,15727,18305
"uerate_SB_table",0.036,0.061,0.058,0.076,0.04,0.077,0.074,0.087
"uerate_CA_table",0.037,0.087,0.079,0.088,0.044,0.1,0.096,0.109
"uerate_US_table",0.034,0.066,0.064,0.065,0.036,0.069,0.067,0.067
