"","V1","V2","V3","V4"
"lf_table",215000,218300,213200,211500
"empl_table",207300,204900,200900,195500
"unemp_table",7700,13400,12400,16100
"uerate_SB_table",0.036,0.061,0.058,0.076
"uerate_CA_table",0.037,0.087,0.079,0.088
"uerate_US_table",0.034,0.066,0.064,0.065
