"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",49400,49100,48400,49000,49418,49086,48581,48894
"empl_table",46100,45600,44700,43500,46345,44602,43914,43591
"unempl_table",3300,3500,3700,5500,3160,5047,5070,5425
"uerate_table",0.067,0.072,0.077,0.112,0.063,0.102,0.101,0.109
