"","V1","V2","V3","V4"
"lf_table",213907,217729,219548,222609
"empl_table",204257,210832,211780,212406
"unemp_table",9663,7037,8116,10046
"uerate_SB_table",0.045,0.033,0.037,0.045
"uerate_CA_table",0.043,0.041,0.042,0.044
"uerate_US_table",0.041,0.039,0.039,0.038
