"","V1","V2","V3","V4"
"lf_table",216800,216200,219400,221800
"empl_table",193600,203400,207700,208700
"unemp_table",23200,12800,11800,13100
"uerate_SB_table",0.107,0.059,0.054,0.059
"uerate_CA_table",0.141,0.081,0.075,0.08
"uerate_US_table",0.112,0.057,0.055,0.061
