"","V1","V2","V3","V4"
"lf_table",218300,215800,216700,217300
"empl_table",209100,205300,207200,209700
"unemp_table",9200,10500,9500,7700
"uerate_SB_table",0.042,0.049,0.044,0.035
"uerate_CA_table",0.047,0.045,0.042,0.038
"uerate_US_table",0.041,0.044,0.041,0.037
