"","V1","V2","V3","V4"
"lf_table",219600,222000,223400,224300
"empl_table",207300,214100,217000,218900
"unemp_table",12300,7900,6400,5400
"uerate_SB_table",0.056,0.036,0.028,0.024
"uerate_CA_table",0.076,0.043,0.039,0.034
"uerate_US_table",0.055,0.038,0.033,0.034
