"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",3400,3500,3500,3600,3406,3481,3507,3607
"empl_table",3300,3400,3500,3500,3267,3417,3479,3468
"unempl_table",100,100,100,100,104,96,97,106
"uerate_table",0.038,0.024,0.019,0.016,0.041,0.021,0.019,0.017
