"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",18300,18500,18700,18900,18073,18609,18618,18668
"empl_table",17600,18200,18400,18600,17409,18259,18325,18391
"unempl_table",700,300,300,300,683,328,296,294
"uerate_table",0.041,0.016,0.015,0.015,0.039,0.017,0.015,0.014
