"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",6800,6900,7000,7000,6777,6956,7008,6975
"empl_table",6500,6700,6800,6900,6455,6785,6819,6852
"unempl_table",300,200,200,100,304,167,196,101
"uerate_table",0.045,0.028,0.023,0.019,0.049,0.025,0.022,0.021
