"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",2800,2900,2900,2900,2787,2888,2884,2884
"empl_table",2700,2800,2800,2800,2690,2797,2822,2791
"unempl_table",100,100,100,100,101,95,96,102
"uerate_table",0.042,0.026,0.021,0.018,0.045,0.023,0.021,0.019
