"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",NA,NA,NA,NA,NA,NA,NA,NA
"empl_table",48400,49900,50600,51100,47962,50216,50563,50647
"unempl_table",2200,900,800,800,2168,1003,851,798
"uerate_table",0.043,0.017,0.015,0.015,0.043,0.019,0.016,0.015
