"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",219600,222000,223400,224300,218360,222109,222970,223012
"empl_table",207300,214100,217000,218900,205990,215376,217267,217556
"unemp_table",12300,7900,6400,5400,13394,7006,6266,5810
"uerate_SB_table",0.056,0.036,0.028,0.024,0.061,0.032,0.028,0.026
"uerate_CA_table",0.076,0.043,0.039,0.034,0.076,0.042,0.037,0.034
"uerate_US_table",0.055,0.038,0.033,0.034,0.058,0.036,0.036,0.036
