"","V1","V2","V3","V4"
"lf_table",218600,217800,219400,218700
"empl_table",211300,211600,212800,211800
"unemp_table",7300,6200,6600,6900
"uerate_SB_table",0.034,0.028,0.03,0.031
"uerate_CA_table",0.039,0.035,0.037,0.037
"uerate_US_table",0.035,0.033,0.033,0.033
