"","V1","V2","V3","V4"
"lf_table",218392,218266,218697,218429
"empl_table",210361,210701,211036,210778
"unemp_table",7797,7490,7587,7442
"uerate_SB_table",0.037,0.034,0.035,0.034
"uerate_CA_table",0.041,0.037,0.039,0.039
"uerate_US_table",0.038,0.035,0.036,0.036
