"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",6800,7000,7000,7000,6746,7002,6969,6945
"empl_table",6500,6800,6900,6800,6484,6807,6837,6783
"unempl_table",300,200,100,158.541900873982,284,195,101,149
"uerate_table",0.05,0.023,0.019,0.0226488429819974,0.047,0.023,0.021,0.022
