"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",3100,3200,3200,3200,3055,3176,3167,3154
"empl_table",3000,3100,3200,3200,2989,3110,3163,3183
"unempl_table",0,0,0,0,1,10,1,0
"uerate_table",0.014,0.006,0.005,0.006,0.013,0.006,0.006,0.005
