"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",17600,17600,17600,17600,17399,17496,17432,17397
"empl_table",16100,16900,17000,16900,16039,16917,16884,16827
"unempl_table",1500,700,600,829.521085520557,1393,695,659,769
"uerate_table",0.085,0.04,0.034,0.0471318798591225,0.08,0.04,0.038,0.044
