"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",221200,223400,224300,224400,218850,222749,222703,221941
"empl_table",207500,217000,218900,218000,206693,217114,217349,217070
"unemp_table",13600,6400,5400,7515.59539954429,12527,6469,5924,6904
"uerate_SB_table",0.062,0.028,0.024,0.0334919581084861,0.058,0.028,0.026,0.031
"uerate_CA_table",0.082,0.039,0.035,0.039813412820576,0.072,0.038,0.035,0.035
"uerate_US_table",0.061,0.033,0.034,0.038,0.059,0.036,0.036,0.036
