"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",2800,2900,2900,2900,2781,2883,2883,2877
"empl_table",2700,2800,2800,2800,2700,2822,2790,2801
"unempl_table",100,100,100,114.63308423453,101,98,104,117
"uerate_table",0.046,0.021,0.018,0.0395286497360447,0.042,0.022,0.02,0.036
