"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",49500,50400,50100,49700,49845,50096,50188,50002
"empl_table",45700,47800,48200,48000,45515,47819,47884,47796
"unempl_table",3900,2600,1900,1987.71396838128,4483,2390,2220,2278
"uerate_table",0.078,0.052,0.038,0.0399942448366455,0.09,0.048,0.045,0.046
