"","V1","V2","V3","V4","V5","V6","V7","V8"
"lf_table",222700,210900,213600,214600,221675,213766,213251,213531
"empl_table",211700,194600,198300,200500,211378,197266,198729,199914
"unemp_table",11000,16400,15300,14200,9641,14529,13722,12541
"uerate_SB_table",0.049,0.078,0.072,0.066,0.042,0.069,0.064,0.057
"uerate_CA_table",0.051,0.092,0.084,0.082,0.05,0.095,0.089,0.08
"uerate_US_table",0.13,0.062,0.057,0.055,0.133,0.06,0.061,0.058
