"","V1","V2","V3","V4"
"lf_table",218200,215500,214100,215400
"empl_table",210800,205600,201800,185900
"unemp_table",7500,9900,12300,29500
"uerate_SB_table",0.034,0.046,0.057,0.137
"uerate_CA_table",0.038,0.043,0.058,0.161
"uerate_US_table",0.033,0.038,0.045,0.144
