"","V1","V2","V3","V4"
"lf_table",219200,215800,213100,210600
"empl_table",209100,203500,197600,194300
"unemp_table",10200,12300,15500,16200
"uerate_SB_table",0.046,0.057,0.073,0.077
"uerate_CA_table",0.045,0.083,0.091,0.092
"uerate_US_table",0.038,0.065,0.068,0.066
