"","V1","V2","V3","V4"
"lf_table",220300,209600,213600,215200
"empl_table",212300,182600,188900,193700
"unemp_table",8000,27100,24700,21400
"uerate_SB_table",0.036,0.129,0.115,0.1
"uerate_CA_table",0.044,0.16,0.151,0.137
"uerate_US_table",0.04,0.13,0.112,0.105
