"","V1","V2","V3","V4"
"lf_table",216300,219100,219000,217700
"empl_table",208400,211500,210900,210300
"unemp_table",7900,7500,8100,7400
"uerate_SB_table",0.037,0.034,0.037,0.034
"uerate_CA_table",0.043,0.042,0.045,0.042
"uerate_US_table",0.039,0.038,0.04,0.038
