"","V1","V2","V3","V4"
"lf_table",216446,217279,217655,217988
"empl_table",208108,209052,209538,210119
"unemp_table",8310,7910,8053,7832
"uerate_SB_table",0.039,0.036,0.037,0.036
"uerate_CA_table",0.041,0.041,0.041,0.041
"uerate_US_table",0.038,0.036,0.037,0.037
