"","V1","V2","V3","V4"
"lf_table",217136,217698,218122,218458
"empl_table",208876,209627,210312,210933
"unemp_table",8249,8007,7770,7405
"uerate_SB_table",0.038,0.037,0.036,0.034
"uerate_CA_table",0.041,0.041,0.04,0.038
"uerate_US_table",0.038,0.037,0.036,0.035
